,image_name,intersection,ratio,width,height
0,M_HS_m1_721_00305,7353,0.318477130977131,111,208
0,M_HS_m2_821_03581,6525,0.4943181818181818,150,88
0,M_HS_e6_623_00202,15066,0.4504035874439462,150,223
0,M_HS_h2_1125_00566,7140,0.23681592039800994,150,201
0,M_HA_m2_821_00043,0,0.0,599,423
0,M_HA_m2_821_00080,0,0.0,407,542
0,M_HS_h1_1021_03292,24393,0.8090547263681592,150,201
0,M_HA_m3_922_00115,702,0.0011346444780635401,936,661
0,M_HS_e4_414_00257,21021,0.6903448275862069,150,203
0,M_HS_m1_722_00593,7146,0.699764982373678,74,138
0,M_HS_m1_722_00593,3099,0.30346650998824914,74,138
0,M_HS_h2_1125_01005,34272,0.05938957251360751,737,783
0,M_HS_e4_413_00357,75501,0.7672865853658537,150,656
0,M_HS_m1_711_01786,12132,1.3944827586206896,150,58
0,M_HS_m3_922_01563,15225,0.5205128205128206,150,195
0,M_HS_m1_712_01828,7755,0.1951532538124717,111,358
0,M_HA_m2_821_00100,25782,0.09143201645506774,613,460
0,M_HS_h1_1019_00839,22503,0.7354642612020786,141,217
0,M_HS_e6_623_00141,16539,0.8353030303030303,150,132
0,M_HS_h2_1125_02698,32082,1.1882222222222223,150,180
0,M_HS_m1_712_00294,18774,1.059540606129014,47,377
0,M_HS_m2_822_02079,6237,0.2507336683417085,125,199
0,M_HS_h1_1018_00389,9324,0.3837037037037037,150,162
0,M_HS_h3_1215_02272,5550,0.15289256198347106,150,242
0,M_HA_m3_921_00121,1938,0.005787821682529917,599,559
0,M_HS_h3_1213_01630,9615,0.30523809523809525,150,210
0,M_HA_h1_1021_00085,0,0.0,575,407
0,M_HS_m1_721_01907,1014,0.3654054054054054,75,37
0,M_HS_m1_711_00237,10125,0.9328358208955224,134,81
0,M_HA_m3_921_00194,4590,0.016277750195049293,613,460
0,M_P_h1_1023_00028,4131,0.011475,600,600
0,M_HA_m3_922_00024,0,0.0,935,661
0,M_HS_m1_711_00796,5493,0.8137777777777778,150,45
0,M_HS_h3_1224_01003,41913,0.7183033419023136,150,389
0,M_HS_h1_1018_00916,205134,0.14485841395381682,980,1445
0,M_HS_h2_1113_01877,98700,0.4523518169693803,283,771
0,M_HA_m3_922_00120,0,0.0,936,661
0,M_P_m1_712_00006,38967,0.12989,500,600
0,M_P_m1_723_00682,1782,0.00495,600,600
0,M_P_m1_721_00647,1782,0.00495,600,600
0,M_HS_m1_711_03741,7578,0.8770833333333333,108,80
0,M_HS_m2_821_00753,4779,0.928682471822775,83,62
0,M_HS_h2_1125_01789,5157,0.24802808772604848,92,226
0,M_HS_m1_711_03934,12321,0.5299354838709678,150,155
0,M_HS_m1_711_03591,5712,0.6346666666666667,150,60
0,M_HS_m2_821_01519,7230,0.26927374301675977,150,179
0,M_HS_h1_1021_02150,7992,0.8702090592334495,56,164
0,M_HA_m2_821_00021,34380,0.12922771592455326,613,434
0,M_P_h1_1024_00016,27735,0.07704166666666666,600,600
0,M_HS_m2_822_01590,5886,0.1588663967611336,150,247
0,M_HS_m1_712_04249,16929,0.4838377775872417,107,327
0,M_HS_h2_1125_01175,58965,0.9977157360406091,150,394
0,M_HS_m3_922_00800,4968,0.21933774834437086,150,151
0,M_HS_h1_1018_01978,16992,0.4639580602883355,168,218
0,M_HS_m1_723_01499,7215,0.4008333333333333,150,120
0,M_HS_e5_523_00129,6783,0.32532374100719424,150,139
0,M_HS_m3_921_00550,11055,0.9031862745098039,102,120
0,M_HS_m2_822_00474,6054,0.327384815055159,138,134
0,M_HA_m2_822_00041,0,0.0,158,583
0,M_HS_h1_1023_01781,18339,0.6907344632768362,150,177
0,M_HS_m3_921_00643,9912,0.7683720930232558,150,86
0,M_HA_h1_1021_00127,0,0.0,480,352
0,M_P_m1_721_00528,70650,0.19625,600,600
0,M_HS_m1_713_01498,3363,0.164804469273743,114,179
0,M_HS_m1_711_03018,482898,0.32555652936021034,1820,815
0,M_HS_m2_822_00925,12960,0.35555555555555557,150,243
0,M_HS_m2_821_03225,7197,0.6356650768415474,102,111
0,M_HS_m1_711_02920,10764,0.9933554817275747,129,84
0,M_HS_e4_414_00599,50091,0.049223678779898195,697,1460
0,M_P_m1_712_00029,47766,0.15922,500,600
0,M_HS_e6_612_00484,16623,0.6557396449704141,150,169
0,M_HS_h1_1024_00468,129408,0.06769539166215915,1433,1334
0,M_HS_m1_711_05054,8883,1.7625,70,72
0,M_HA_m1_711_00001,138447,0.12819166666666668,1200,900
0,M_HA_m1_711_00001,298872,0.27673333333333333,1200,900
0,M_HS_h2_1125_02494,13320,0.3811158798283262,150,233
0,M_HA_h2_1121_00098,107184,0.10533018867924528,1200,848
0,M_HS_h1_1023_03595,4959,0.20282208588957054,150,163
0,M_HS_e4_414_00705,18480,0.8438356164383561,150,146
0,M_HA_m2_821_00298,0,0.0,599,559
0,M_HA_h2_1111_00081,18777,0.018474025974025973,1200,847
0,M_HA_h2_1111_00081,45390,0.04465761511216056,1200,847
0,M_HS_m3_921_02360,15378,0.7041208791208792,140,156
0,M_HS_e4_414_00494,0,0.0,323,2517
0,M_HS_e4_414_00494,0,0.0,323,2517
0,M_HA_h1_1016_00038,31365,0.03872222222222222,1200,675
0,M_HS_m1_712_02785,11103,1.5201259583789704,44,166
0,M_HS_h2_1113_00039,32550,0.1519380858135106,439,488
0,M_HS_m1_711_05057,5580,0.47384510869565216,128,92
0,M_HA_m3_921_00065,0,0.0,935,702
0,M_HS_m1_725_00673,11004,0.627008547008547,150,117
0,M_HA_m3_924_00015,82845,0.12621692033456738,935,702
0,M_HA_h1_1012_00050,58572,0.1920966583472446,523,583
0,M_P_m1_721_00512,1734,0.004816666666666667,600,600
0,M_HS_m1_711_04611,13992,0.5042162162162163,150,185
0,M_HS_m1_711_01091,8883,0.3363243980009087,124,213
0,M_HA_m3_921_00092,14682,0.059920660833224504,589,416
0,M_HS_e6_615_00460,16326,0.4001470588235294,150,272
0,M_HS_m2_822_01966,26730,1.1870503597122302,139,162
0,M_HS_m3_921_02653,6771,0.4103636363636364,150,110
0,M_HA_m3_921_00207,0,0.0,691,518
0,M_HS_e6_622_00093,473436,0.728910320363596,873,744
0,M_HA_m1_711_00068,0,0.0,589,442
0,M_HS_m1_721_01733,13560,0.10028399006034788,313,432
0,M_HS_m1_721_01761,41907,1.2361946902654868,150,226
0,M_HS_m1_711_01672,13806,0.95875,150,96
0,M_HS_m3_922_01359,5565,0.1561053605991753,153,233
0,M_HS_e4_412_00709,14130,0.628,150,150
0,M_HS_h2_1112_00264,3105,0.7727725236436038,49,82
0,M_HS_h2_1125_00378,449973,0.39092835417106486,801,1437
0,M_HS_m1_712_01084,10824,0.7977594339622641,106,128
0,M_HS_e4_414_00107,18810,0.41855807743658213,140,321
0,M_HS_h3_1217_01129,0,0.0,377,943
0,M_HS_h1_1019_01361,187137,0.15840274250888775,895,1320
0,M_HS_m2_812_00075,7728,0.9720754716981133,150,53
0,M_HS_m1_723_02008,1470,0.07967479674796749,150,123
0,M_HS_h2_1113_00254,5508,0.32422886743583706,124,137
0,M_HA_m1_721_00129,0,0.0,613,434
0,M_HS_e4_426_00054,19950,0.8926174496644296,150,149
0,M_HA_m1_721_00022,10497,0.0477816165726693,393,559
0,M_HS_h3_1212_00747,19272,0.5398319327731093,150,238
0,M_P_m1_721_00495,62850,0.17458333333333334,600,600
0,M_HS_h3_1215_02137,49218,0.5087131782945736,150,645
0,M_HS_h1_1013_00397,2913,0.5561282932416953,54,97
0,M_HS_e5_516_00013,7638,0.2995294117647059,150,170
0,M_HS_m2_821_00703,17604,0.538348623853211,150,218
0,M_HS_m3_922_00216,12918,1.0526401564537158,104,118
0,M_HA_m3_921_00182,9273,0.0328853110149656,613,460
0,M_HS_m1_712_04389,1218,0.1044955387783116,62,188
0,M_HS_m1_723_00687,18366,0.12236821064975215,292,514
0,M_HS_m1_711_03003,27780,0.637419117984489,283,154
0,M_HA_h2_1113_00062,6360,0.014048759799341299,621,729
0,M_HA_h2_1112_00066,42252,0.0415702479338843,1200,847
0,M_P_m1_715_00169,8148,0.02263333333333333,600,600
0,M_HS_h3_1215_00111,21600,0.7346938775510204,150,196
0,M_HA_h1_1012_00051,226698,0.22304014167650532,1200,847
0,M_HS_e4_426_00506,0,0.0,388,2685
0,M_HS_h2_1113_00409,4485,0.18343558282208589,150,163
0,M_HS_h1_1023_01060,16752,0.2976175671114112,187,301
0,M_HS_e4_412_00189,3528,0.17684210526315788,150,133
0,M_HS_m1_721_00765,36702,1.6347601443142845,143,157
0,M_HA_h1_1023_00077,0,0.0,1200,847
0,M_HS_m3_922_01516,5346,0.6831075900843343,86,91
0,M_HS_h2_1125_03121,18948,0.5875348837209302,150,215
0,M_HA_h2_1113_00063,6120,0.009610869705188142,949,671
0,M_HS_m1_715_00459,25380,2.083743842364532,105,116
0,M_HS_h2_1125_00544,39849,0.8542122186495177,150,311
0,M_P_m3_914_00009,4824,0.0134,600,600
0,M_HS_m1_722_00932,0,0.0,563,376
0,M_HS_m1_722_00932,0,0.0,563,376
0,M_HA_m1_721_00093,0,0.0,613,434
0,M_HS_h2_1112_00719,17172,0.606270300804971,146,194
0,M_HS_m3_922_01396,26310,0.1685026258485974,370,422
0,M_HS_m1_711_00365,13482,0.3669969512195122,128,287
0,M_HS_h1_1021_03188,18522,0.96938294865756,99,193
0,M_HS_m3_921_02775,3306,0.11978260869565217,150,184
0,M_HA_m2_823_00078,0,0.0,803,603
0,M_HS_m1_711_03550,8745,1.1865671641791045,134,55
0,M_HS_h1_1024_01802,23688,0.9075862068965517,150,174
0,M_HA_m2_821_00003,0,0.0,613,434
0,M_HS_h1_1021_00884,6027,0.5696597353497165,92,115
0,M_HS_e4_412_00572,3969,0.11707964601769912,150,226
0,M_HA_m3_922_00133,73554,0.11888552697932425,936,661
0,M_HS_m1_715_01730,41514,1.628,150,170
0,M_HS_h3_1214_00262,2166,0.06623853211009174,150,218
0,M_HS_m3_921_02299,13596,0.6481693363844394,138,152
0,M_HS_m2_822_00253,21393,0.8145370088333841,98,268
0,M_HS_h1_1019_01645,1863,0.2406354947042108,98,79
0,M_HA_m1_711_00079,0,0.0,547,411
0,M_HS_m1_712_05420,8844,0.4632306725329981,74,258
0,M_HS_h3_1221_01574,2754,0.21515625,128,100
0,M_P_h2_1113_00013,9996,0.027766666666666665,600,600
0,M_HS_h1_1015_00749,5730,0.814962309771014,79,89
0,M_HS_e4_414_00725,79299,0.17265750024494594,201,2285
0,M_HS_m1_711_04203,3036,0.202589083144268,127,118
0,M_HS_e6_615_00013,19158,0.2175809199318569,150,587
0,M_HS_e6_612_00228,12330,0.563013698630137,150,146
0,M_HS_h1_1017_01205,2997,0.009259688377654398,559,579
0,M_HS_h1_1017_01205,360891,1.1150277605272183,559,579
0,M_P_m1_721_00496,48510,0.13475,600,600
0,M_HS_e6_615_00494,34560,0.4589641434262948,150,502
0,M_HS_e4_424_00194,9504,0.24653696498054475,150,257
0,M_HA_m2_821_00228,0,0.0,613,460
0,M_HS_h3_1233_00897,7380,0.19370078740157481,150,254
0,M_HS_m1_711_01697,12105,1.893773466833542,47,136
0,M_HS_m1_711_00807,17967,1.682303370786517,120,89
0,M_HA_m2_822_00198,0,0.0,859,645
0,M_HA_m2_815_00019,0,0.0,589,417
0,M_HS_m1_712_01424,1539,0.09743589743589744,65,243
0,M_HS_m1_713_03222,27186,0.9807359307359307,110,252
0,M_HS_e5_513_00223,116148,0.9035239206534422,150,857
0,M_P_m1_721_00521,60750,0.16875,600,600
0,M_HS_m1_723_01384,8070,0.277319587628866,150,194
0,M_HS_h2_1125_02926,9540,0.2163265306122449,150,294
0,M_HS_m1_712_01929,40146,1.2505373329595364,87,369
0,M_HS_h2_1125_03443,40596,0.24811905998838737,215,761
0,M_HS_m3_921_00128,12258,0.3204705882352941,150,255
0,M_HS_m2_821_03094,19842,0.33269617706237425,213,280
0,M_HS_e6_621_00021,55968,0.9567179487179487,150,390
0,M_HA_h2_1113_00090,0,0.0,676,507
0,M_HA_h2_1113_00090,0,0.0,676,507
0,M_HA_m1_723_00006,11511,0.04025810513062638,353,810
0,M_HA_m2_821_00039,7029,0.02642064035001992,613,434
0,M_HS_h3_1215_00615,5037,0.08150485436893204,150,412
0,M_HS_m2_821_00581,4884,0.5471042903551026,113,79
0,M_HA_m2_822_00009,15408,0.05464217320377332,613,460
0,M_HS_m1_711_01107,9240,0.9194029850746268,150,67
0,M_HS_m2_811_00315,2877,0.15303191489361703,40,470
0,M_P_m1_723_00683,3417,0.009491666666666667,600,600
0,M_HS_e6_622_00049,31491,0.6707348242811502,150,313
0,M_HS_h2_1113_01233,4632,0.4012821623494759,119,97
0,M_HS_m2_821_02432,9057,0.5211162255466053,110,158
0,M_HS_m3_921_02642,5484,0.3515384615384615,150,104
0,M_HS_m1_711_03621,6075,0.4308510638297872,150,94
0,M_HA_m2_821_00167,0,0.0,589,417
0,M_HA_m2_821_00167,0,0.0,589,417
0,M_HA_m3_922_00096,2685,0.004344414151302111,935,661
0,M_HS_m3_921_01884,19917,0.5602531645569621,150,237
0,M_HS_m1_723_01756,75831,0.026065480794019078,1350,2155
0,M_HA_m2_821_00065,1785,0.008335668254413,516,415
0,M_HS_e6_615_00629,67248,0.6296629213483146,150,712
0,M_P_h1_1016_00043,4284,0.01428,500,600
0,M_HS_h1_1018_00714,17070,0.46260162601626015,150,246
0,M_HS_h2_1125_01068,1674,0.036470588235294116,150,306
0,M_HS_e6_624_00045,40110,0.5348,150,500
0,M_P_m1_712_00012,27120,0.0904,500,600
0,M_P_m1_722_00040,1728,0.0048,600,600
0,M_HS_h1_1019_00874,5478,1.2704081632653061,98,44
0,M_HA_m2_823_00085,918,0.0034505829906556107,613,434
0,M_HS_m1_711_02003,33636,1.624927536231884,150,138
0,M_HS_m2_822_01673,9990,0.296,150,225
0,M_HS_m1_712_01312,13308,0.7191958495460441,72,257
0,M_HA_m2_821_00219,0,0.0,613,460
0,M_HS_e4_424_00249,14253,0.34179856115107915,150,278
0,M_HA_m3_921_00204,2232,0.007915454996808284,613,460
0,M_HS_m1_711_04856,11076,0.8089395267309377,84,163
0,M_HS_m1_711_03183,3591,0.3030379746835443,150,79
0,M_HS_m2_821_03376,6141,0.7214520676691729,64,133
0,M_HS_h3_1214_00955,13593,0.502941502941503,143,189
0,M_HS_m1_723_01465,34251,0.839485294117647,150,272
0,M_HS_m3_921_02833,18315,0.814,150,150
0,M_HS_m1_712_03815,16830,0.572624272736552,97,303
0,M_HS_m1_721_02643,52641,1.635931381689353,93,346
0,M_HS_m2_824_00771,3249,1.19010989010989,42,65
0,M_HS_h1_1018_00812,16647,0.1918630784302426,259,335
0,M_HS_h1_1018_00812,1518,0.017495533913444362,259,335
0,M_HS_m1_712_03897,36168,1.4311490978157644,72,351
0,M_HA_h1_1017_00027,8652,0.0352261484530542,589,417
0,M_HA_h1_1017_00027,22059,0.08981202135066141,589,417
0,M_HS_m1_711_04540,11094,0.8228139138173997,97,139
0,M_HS_h2_1113_00423,32538,0.671578947368421,150,323
0,M_HS_m1_711_05115,11358,1.083985493414774,62,169
0,M_HA_m2_821_00292,9672,0.045733739981558975,613,345
0,M_HS_h2_1113_01785,9102,0.5437275985663083,108,155
0,M_HS_e6_623_00475,4710,0.9612244897959183,70,70
0,M_HA_m2_821_00218,0,0.0,613,460
0,M_HA_m3_914_00095,134463,0.07396204620462046,1200,1515
0,M_HS_h3_1224_01834,1350,0.28803072327714957,43,109
0,M_HA_m2_822_00075,9204,0.03264061280941911,613,460
0,M_HS_m2_821_00670,8175,0.2411504424778761,150,226
0,M_HS_e4_413_00140,57375,0.5066225165562914,150,755
0,M_HS_h1_1024_02058,2301,0.10652777777777778,150,144
0,M_HS_m3_921_02669,14160,0.5472463768115942,125,207
0,M_HA_h2_1113_00032,0,0.0,935,723
0,M_HA_h2_1113_00032,0,0.0,935,723
0,M_HS_e4_414_00080,7455,0.16032258064516128,150,310
0,M_HS_e4_414_00385,14406,0.45917001338688085,166,189
0,M_HA_m1_714_00126,78681,0.07732016509433962,1200,848
0,M_P_m3_914_00001,6720,0.018666666666666668,600,600
0,M_HS_e5_512_00342,1596,0.04995305164319249,150,213
0,M_HS_h2_1125_02138,9576,0.23910112359550562,150,267
0,M_HS_m2_823_00095,2208,0.13015030946065428,45,377
0,M_HS_m1_723_00533,4092,0.15629058131540755,106,247
0,M_HS_e6_624_00015,38883,0.7927217125382263,150,327
0,M_HS_m1_711_04759,24120,0.9571428571428572,150,168
0,M_HS_m3_921_00647,8727,1.1445245901639345,61,125
0,M_HA_m2_822_00193,0,0.0,575,407
0,M_HS_m2_821_03196,5841,0.14806083650190113,150,263
0,M_HA_m2_822_00043,0,0.0,859,606
0,M_HA_m2_822_00043,0,0.0,859,606
0,M_P_m1_712_00010,25650,0.0855,500,600
0,M_HS_h3_1213_01915,693,0.018629032258064514,150,248
0,M_HS_m1_711_04870,12483,1.260909090909091,150,66
0,M_HA_m3_921_00198,0,0.0,332,542
0,M_HS_m2_823_00906,7572,0.7051592475321289,118,91
0,M_HS_h2_1113_01077,10815,0.3508515815085158,137,225
0,M_P_m1_721_00603,1683,0.004675,600,600
0,M_HS_m3_924_00039,10710,0.53125,126,160
0,M_HA_m1_715_00048,6000,0.028343466122472117,547,387
0,M_HA_m1_715_00048,1209,0.005711208423678131,547,387
0,M_HA_m1_715_00048,20094,0.09492226804415912,547,387
0,M_HA_m1_715_00048,14499,0.06849198588495387,547,387
0,M_P_m2_821_00129,1782,0.00495,600,600
0,M_HS_m3_922_01856,31191,1.1425274725274726,150,182
0,M_HS_m2_821_03597,17325,0.7129629629629629,150,162
0,M_HA_m2_824_00061,92940,0.3569974417872151,589,442
0,M_HA_m1_721_00072,2844,0.004601681134563576,935,661
0,M_HA_h1_1024_00168,0,0.0,1200,848
0,M_HS_m3_921_00644,48597,2.281549295774648,150,142
0,M_HS_h2_1121_00970,68886,0.34541443112871684,385,518
0,M_HS_m1_721_01728,5967,0.6742372881355932,150,59
0,M_HS_m2_821_03565,3240,0.6187929717341482,68,77
0,M_HS_m3_921_00134,5529,0.9720464135021097,72,79
0,M_HS_m1_711_02553,8526,1.87673343605547,77,59
0,M_HA_m2_823_00036,0,0.0,613,434
0,M_HA_m2_823_00036,0,0.0,613,434
0,M_HA_m3_914_00078,0,0.0,1200,847
0,M_HS_h1_1024_01348,3150,0.11290322580645161,150,186
0,M_HS_h3_1215_02114,38142,1.0866666666666667,150,234
0,M_HS_m3_914_00494,3948,0.13360406091370558,150,197
0,M_HS_m1_714_00699,12282,0.4874389808310513,111,227
0,M_HA_m1_721_00056,3132,0.011772577262236789,613,434
0,M_HS_m3_921_01465,25266,0.8550253807106599,150,197
0,M_HA_m2_822_00155,0,0.0,613,434
0,M_P_m1_715_00122,10428,0.02896666666666667,600,600
0,M_HS_e6_615_00196,26880,0.36056338028169016,150,497
0,M_HS_h2_1125_00510,864,0.17532467532467533,56,88
0,M_HA_m2_821_00060,0,0.0,599,423
0,M_HA_h2_1113_00099,0,0.0,935,723
0,M_HS_h1_1021_02131,0,0.0,240,200
0,M_HS_m1_711_04909,12096,0.6153846153846154,126,156
0,M_HS_m1_715_01239,4446033,0.3919661638558041,3659,3100
0,M_P_m1_721_00482,1683,0.004675,600,600
0,M_HS_m2_821_00705,4425,0.12190082644628099,150,242
0,M_HS_h2_1125_00932,18327,0.37363914373088686,150,327
0,M_HA_m1_723_00061,0,0.0,575,407
0,M_HA_m2_822_00137,0,0.0,613,460
0,M_HS_e4_412_00043,4524,0.12112449799196787,150,249
0,M_HS_m2_814_01631,5100,0.1827956989247312,150,186
0,M_HA_m3_921_00209,11640,0.018862421001458435,935,660
0,M_HA_m3_921_00209,25596,0.04147788040836169,935,660
0,M_HA_m1_715_00076,7650,0.03663407112277442,397,526
0,M_HS_m1_723_00019,10569,0.37531960227272726,128,220
0,M_HS_m1_722_00640,8778,0.19703703703703704,150,297
0,M_HS_m1_711_02778,15720,2.0378532538242156,133,58
0,M_HS_h1_1021_03532,2520,0.49586776859504134,66,77
0,M_HS_m3_922_00024,20460,1.2151808516956704,113,149
0,M_HA_h1_1024_00153,0,0.0,1200,848
0,M_HA_m2_821_00255,0,0.0,613,460
0,M_HS_m1_712_01248,8091,0.4549595141700405,104,171
0,M_HS_m3_922_01328,23271,0.7458653846153847,150,208
0,M_HS_e4_414_00643,18147,0.790718954248366,150,153
0,M_P_m1_712_00035,58926,0.19642,500,600
0,M_HA_m2_821_00215,0,0.0,613,460
0,M_HS_h1_1021_01415,9369,0.34738598442714125,87,310
0,M_HS_m2_821_01950,1845,0.3815136476426799,124,39
0,M_HS_h1_1024_02448,4788,0.1491588785046729,150,214
0,M_HA_m2_821_00191,0,0.0,408,542
0,M_HA_m2_821_00191,0,0.0,408,542
0,M_HS_m1_711_02855,3465,0.3672496025437202,111,85
0,M_HS_m1_723_00112,3588,0.0941732283464567,150,254
0,M_P_m2_815_00011,10668,0.029633333333333334,600,600
0,M_HS_m2_822_01677,18054,0.8770890011659541,124,166
0,M_HS_h1_1023_02719,7977,0.6181325067803177,89,145
0,M_HS_m3_923_00127,24681,0.5300332868033931,139,335
0,M_HS_e4_413_00042,149739,1.538151001540832,150,649
0,M_HS_m1_711_04220,13005,1.2041666666666666,150,72
0,M_P_m1_721_00591,1836,0.0051,600,600
0,M_HS_m1_711_04881,9030,1.2127316680096696,102,73
0,M_HA_m1_721_00004,19671,0.031794289925908686,936,661
0,M_HS_m1_712_00418,4680,0.09473684210526316,100,494
0,M_HS_m1_711_02292,966,0.4888663967611336,76,26
0,M_HS_m2_823_00862,9486,1.0014780405405406,74,128
0,M_HS_e4_412_00308,4950,0.09705882352941177,150,340
0,M_P_m1_721_00447,5610,0.015583333333333333,600,600
0,M_HA_m2_821_00254,0,0.0,613,434
0,M_HS_m3_922_01681,9306,1.564033613445378,85,70
0,M_HS_m1_711_02452,5832,0.3888,150,100
0,M_HS_m1_721_01648,16242,0.23852321790466122,194,351
0,M_HS_h3_1221_01222,295122,0.8652269768860015,317,1076
0,M_HS_m2_821_02652,31116,0.3971308964672248,236,332
0,M_HS_m2_821_03797,2088,0.15818181818181817,150,88
0,M_HS_e5_512_00505,10440,0.5117647058823529,150,136
0,M_HS_m1_711_04364,7590,0.46274844531154735,118,139
0,M_HS_h3_1215_00979,15345,0.22287581699346407,150,459
0,M_HA_h1_1021_00063,0,0.0,589,417
0,M_HS_m1_721_01991,30354,0.6095180722891567,150,332
0,M_HS_m1_711_04857,14094,1.1320481927710844,150,83
0,M_P_h1_1016_00021,4488,0.01496,500,600
0,M_HS_m1_712_04893,5652,0.8373333333333334,150,45
0,M_HS_m1_721_02496,86400,0.11357795536018278,997,763
0,M_HA_m1_711_00182,0,0.0,935,660
0,M_HS_h2_1125_02840,156018,1.840920353982301,150,565
0,M_HA_m2_822_00179,0,0.0,613,434
0,M_HS_m1_723_02021,11619,0.6004651162790697,150,129
0,M_HS_m1_724_00397,6624,0.13930599369085173,150,317
0,M_HA_m3_921_00223,12885,0.04569473012270374,613,460
0,M_HS_m2_822_02092,5976,0.3232541786119976,139,133
0,M_HS_h1_1024_01498,17529,0.3921476510067114,150,298
0,M_HS_m1_711_04013,6249,0.8207249802994484,94,81
0,M_P_h2_1113_00017,19425,0.05395833333333333,600,600
0,M_HS_e4_414_00065,18399,1.0483760683760683,150,117
0,M_HA_m1_711_00146,78630,0.2092508961622699,613,613
0,M_HA_m2_822_00128,0,0.0,613,460
0,M_HS_m1_711_04780,7353,0.645,150,76
0,M_HS_m1_711_03859,13218,1.3987301587301588,150,63
0,M_HS_m2_823_00630,16188,1.4343434343434343,99,114
0,M_HS_m1_711_02363,13413,1.7533333333333334,150,51
0,M_HS_m1_712_04658,10989,0.9639473684210527,57,200
0,M_HS_e5_512_00152,28737,1.2049056603773585,150,159
0,M_P_m1_723_00025,70638,0.19621666666666668,600,600
0,M_HS_h1_1024_00003,1536,0.19722650231124808,66,118
0,M_HS_m1_711_02314,4764,1.6593521421107629,33,87
0,M_HS_m1_712_00287,33147,1.5766267123287672,72,292
0,M_HA_m1_721_00039,0,0.0,575,407
0,M_HA_m1_721_00065,0,0.0,575,407
0,M_HS_m1_721_02877,4617,0.342,150,90
0,M_HS_m1_721_01165,11868,1.5983838383838385,45,165
0,M_HS_m1_722_00221,13242,0.4621989528795811,150,191
0,M_HS_m1_721_02636,6048,0.4032,150,100
0,M_HS_m2_821_01556,7398,1.4471830985915493,71,72
0,M_HA_m1_711_00075,0,0.0,575,721
0,M_HS_h2_1113_01788,5691,1.6094457013574661,68,52
0,M_HS_h3_1235_00080,3132,0.174,150,120
0,M_HS_m1_711_02248,7230,0.9882449425915801,59,124
0,M_P_m1_721_00425,4047,0.011241666666666667,600,600
0,M_HS_m3_922_01087,13281,0.5825,150,152
0,M_HS_m1_725_00285,16530,0.17399267399267399,234,406
0,M_HS_h1_1024_01775,51138,0.05281476309886269,982,986
0,M_HS_e5_526_00228,9288,0.09228017883755589,150,671
0,M_HA_m1_711_00195,9405,0.05181903833121208,599,303
0,M_HS_m1_711_00070,16266,0.4462551440329218,150,243
0,M_HS_e6_625_00323,33507,2.102597891566265,48,332
0,M_HS_m1_724_00600,3510,0.42962056303549573,95,86
0,M_HS_h2_1125_00145,31806,1.425,124,180
0,M_HS_m1_711_05436,4371,0.4415151515151515,150,66
0,M_HA_m1_715_00008,18603,0.07574110490894212,589,417
0,M_HS_h2_1125_02561,11163,0.30129554655870444,150,247
0,M_HA_m2_823_00045,5796,0.005702479338842975,1200,847
0,M_HA_m1_723_00004,0,0.0,935,1322
0,M_P_h1_1024_00054,16092,0.0447,600,600
0,M_HS_e6_614_00394,3984,0.08595469255663431,150,309
0,M_HS_m2_821_00134,11970,0.4586206896551724,150,174
0,M_HS_h3_1217_01143,2880,0.10052356020942409,150,191
0,M_HA_m2_815_00029,0,0.0,1200,848
0,M_P_h2_1121_00002,19332,0.0537,600,600
0,M_HA_m3_921_00109,0,0.0,935,660
0,M_HA_m3_921_00109,0,0.0,935,660
0,M_HA_m3_921_00109,2700,0.004375303840544483,935,660
0,M_HS_h2_1125_02427,2280,0.08888888888888889,150,171
0,M_HS_h3_1213_00315,7860,0.27578947368421053,150,190
0,M_HS_h1_1023_03231,20052,1.5133584905660378,125,106
0,M_HA_m1_721_00042,0,0.0,599,559
0,M_HS_h2_1125_02423,34020,0.945,150,240
0,M_HS_h1_1024_01438,37962,1.406,150,180
0,M_HA_m3_921_00113,0,0.0,599,423
0,M_HA_m1_712_00116,21753,0.11124122977478676,589,332
0,M_HS_m1_711_02872,17040,1.290909090909091,150,88
0,M_HS_m3_921_02687,11397,0.30392,150,250
0,M_HS_m1_722_00596,8469,0.47445378151260503,150,119
0,M_HS_m1_722_00601,11298,0.8012765957446808,150,94
0,M_HS_m1_712_00271,16929,0.7315587053282053,73,317
0,M_HS_m1_711_00398,26367,0.7918018018018018,150,222
0,M_HS_m2_822_01815,8097,0.6754254254254254,111,108
0,M_HS_e6_623_00263,10455,0.6766990291262136,150,103
0,M_P_m1_721_00428,1836,0.0051,600,600
0,M_HS_e5_521_00408,262209,1.2566930265995686,150,1391
0,M_HA_m1_721_00080,0,0.0,575,432
0,M_P_m1_712_00030,105744,0.35248,500,600
0,M_HS_e5_523_00086,0,0.0,546,1199
0,M_P_m1_721_00601,1683,0.004675,600,600
0,M_HS_h2_1114_00367,20634,0.5848307919052208,118,299
0,M_HS_m2_822_00948,3093,0.8105345911949685,53,72
0,M_HS_h2_1125_02397,43290,0.5687670800924953,134,568
0,M_HS_h3_1217_00614,2772,0.06461538461538462,150,286
0,M_HS_m1_711_03333,5919,1.3367208672086721,82,54
0,M_HS_h2_1113_00196,2592,0.09653631284916202,150,179
