,image_name,intersection
0,M_P_m1_713_00916,0.042997542997543
0,M_HS_h2_1113_00589,0.5551918158567775
0,M_HS_h1_1016_00335,0.20007621951219512
0,M_HS_h3_1233_01223,0.3027375058934465
0,M_HS_h2_1112_00464,0.25757575757575757
0,M_HS_m1_711_04896,0.361337248098225
0,M_HS_h2_1114_00821,0.6821244550138724
0,M_HS_m2_811_00311,0.3498542274052478
0,M_P_m2_811_00144,0.01670514735841369
0,M_HS_h3_1221_01421,0.5287657772864873
0,M_HS_h1_1021_01320,0.492873975984738
0,M_HS_h1_1021_01320,0.07571166722777092
0,M_P_m3_913_00037,0.04168674982072111
0,M_P_h3_1233_00150,0.02216265852629489
0,M_HS_m1_715_01572,0.40092453773113446
0,M_P_e5_526_00050,0.012031713062640897
0,M_HS_h2_1126_01217,0.6239921084234002
0,M_HS_h2_1113_00180,0.36222038111019056
0,M_HS_h1_1019_00634,0.6657894736842105
0,M_P_m2_821_00702,0.035302602466781574
0,M_HS_h2_1115_01849,0.29117259552042163
0,M_P_e5_511_00050,0.05551289926289926
0,M_P_m2_813_00049,0.046642767954243367
0,M_HS_h2_1116_01252,0.22786458333333334
0,M_HA_m1_711_00087,0.010549343704423918
0,M_HS_m2_821_01301,0.5896729533093169
0,M_P_h1_1024_00493,0.04350339644457291
0,M_P_m3_912_00279,0.07165881477808084
0,M_HS_m1_712_01110,0.08030231459612659
0,M_HA_m3_914_00014,0.008350925925925927
0,M_P_h2_1121_00239,0.035430549049226094
0,M_HS_h1_1017_00033,0.4342142058165548
0,M_P_h1_1025_00282,0.01838473480264525
0,M_HS_h1_1021_01974,0.6749766573295986
0,M_HA_m2_822_00097,0.04340975631553282
0,M_P_h1_1011_00054,0.14006106724553327
0,M_P_h3_1217_00365,0.07404061215720409
0,M_HA_h1_1013_00056,0.024958677685950413
0,M_P_h2_1111_00209,0.05845971363212742
0,M_HA_m3_921_00188,0.013071849067309738
0,M_HS_h2_1116_00561,0.7446428571428572
0,M_HA_h1_1019_00006,0.013006481195714474
0,M_HS_h2_1116_01677,0.1557352500748727
0,M_HS_m3_914_00731,0.23421915323986886
0,M_HA_h1_1016_00054,0.022679063360881543
0,M_HS_m1_712_02464,0.2686868686868687
0,M_HS_h2_1116_00183,0.4917945439045183
0,M_P_m3_914_00222,0.04158004158004158
0,M_HS_h1_1019_02070,0.34422310756972113
0,M_HA_m3_921_00181,0.046602493517564736
0,M_HA_m3_921_00238,0.038387962962962964
0,M_HS_m2_814_01071,0.4829118250170882
